1,0.17628,0.74011
2,0.13054,0.78055
3,0.2129,0.75486
4,0.064455,0.65757
5,0.27115,0.63106
6,0.29562,0.6007
7,0.11046,0.65793
8,0.30553,0.66942
9,0.26771,0.69164
10,0.1913,0.77498
11,0.16828,0.56564
12,0.10522,0.76006
13,0.27569,0.59477
14,0.06382,0.72217
15,0.074589,0.75623
16,0.060894,0.67533
17,0.18379,0.78654
18,0.20367,0.57585
19,0.12895,0.60473
20,0.33902,0.71343
21,0.30782,0.6214
22,0.14654,0.62395
23,0.3449,0.71083
24,0.12931,0.59882
25,0.25917,0.57999
26,0.34696,0.70605
27,0.12163,0.74718
28,0.14811,0.78488
29,0.052464,0.68076
30,0.32307,0.64988
31,0.082631,0.75559
32,0.23722,0.77861
33,0.30351,0.80192
34,0.24527,0.58057
35,0.3489,0.71745
36,0.085762,0.73995
37,0.066414,0.73147
38,0.2041,0.6208
39,0.085951,0.76567
40,0.24137,0.7323
41,0.079731,0.73824
42,0.24304,0.78719
43,0.20363,0.6177
44,0.23791,0.82023
45,0.20628,0.82839
46,0.34183,0.72362
47,0.26013,0.68964
48,0.26156,0.65317
49,0.1019,0.77088
50,0.348,0.68878
51,0.31739,0.63601
52,0.19061,0.60395
53,0.18689,0.63374
54,0.26492,0.73512
55,0.21569,0.59075
56,0.32848,0.74731
57,0.26624,0.79355
58,0.31205,0.76982
59,0.20756,0.64901
60,0.11551,0.62738
61,0.079668,0.76894
62,0.096072,0.62034
63,0.13,0.71044
64,0.074479,0.6455
65,0.2263,0.78097
66,0.069006,0.71944
67,0.21773,0.77794
68,0.082748,0.65007
69,0.067836,0.633
70,0.12003,0.57525
71,0.27417,0.80938
72,0.27787,0.70296
73,0.29244,0.64032
74,0.27837,0.7208
75,0.11017,0.72812
76,0.11358,0.57866
77,0.30079,0.65098
78,0.052919,0.67334
79,0.085971,0.68184
80,0.053302,0.70264
81,0.27975,0.60042
82,0.092306,0.79833
83,0.050857,0.70625
84,0.31265,0.66271
85,0.05338,0.70247
86,0.19043,0.78801
87,0.096157,0.79679
88,0.18126,0.66286
89,0.25566,0.75397
90,0.13832,0.67014
91,0.25103,0.57508
92,0.28639,0.67323
93,0.15639,0.69696
94,0.20006,0.58681
95,0.16617,0.73194
96,0.11326,0.68849
97,0.23823,0.6714
98,0.12375,0.60157
99,0.066917,0.6404
100,0.33462,0.74316
101,0.34066,0.74408
102,0.29475,0.74355
103,0.30975,0.66529
104,0.17567,0.62005
105,0.10847,0.63515
106,0.22813,0.56771
107,0.20858,0.56515
108,0.096828,0.68683
109,0.33006,0.67908
110,0.09973,0.78829
111,0.20819,0.78379
112,0.16291,0.56451
113,0.25682,0.73073
114,0.17173,0.61406
115,0.13568,0.81939
116,0.30197,0.71552
117,0.073108,0.76581
118,0.27615,0.75929
119,0.34721,0.67352
120,0.15888,0.68066
121,0.18804,0.61186
122,0.27226,0.78029
123,0.12336,0.57752
124,0.099517,0.69437
125,0.15322,0.75143
126,0.28516,0.82203
127,0.26046,0.77433
128,0.28634,0.57745
129,0.10084,0.78832
130,0.19941,0.71365
131,0.097944,0.74336
132,0.05367,0.68418
133,0.26231,0.69647
134,0.22528,0.70673
135,0.14919,0.56577
136,0.27625,0.6526
137,0.11946,0.80307
138,0.15749,0.68291
139,0.23571,0.8096
140,0.30445,0.75493
141,0.085635,0.75502
142,0.10146,0.80066
143,0.16658,0.84317
144,0.18275,0.63316
145,0.30691,0.72136
146,0.16621,0.70966
147,0.29931,0.80701
148,0.25649,0.82628
149,0.11,0.65239
150,0.12333,0.76283
151,0.087245,0.73366
152,0.34119,0.68845
153,0.306,0.80451
154,0.059457,0.67993
155,0.1532,0.70072
156,0.10332,0.75359
157,0.3095,0.63443
158,0.29831,0.63002
159,0.15548,0.71041
160,0.33228,0.7707
161,0.28297,0.60408
162,0.18492,0.62353
163,0.14513,0.68131
164,0.27968,0.61364
165,0.21835,0.78194
166,0.069698,0.63539
167,0.060658,0.71052
168,0.289,0.6402
169,0.22115,0.66633
170,0.15398,0.6243
171,0.093987,0.74393
172,0.083452,0.64178
173,0.20048,0.69637
174,0.15098,0.78817
175,0.13565,0.76423
176,0.33804,0.68377
177,0.16404,0.71218
178,0.20356,0.60533
179,0.21209,0.77745
180,0.17917,0.81423
181,0.18134,0.61125
182,0.22661,0.69746
183,0.29784,0.60231
184,0.29953,0.62291
185,0.24519,0.58311
186,0.29772,0.60592
187,0.22685,0.76357
188,0.19875,0.55312
189,0.1666,0.58886
190,0.32256,0.64398
191,0.074669,0.64936
192,0.17637,0.59014
193,0.23481,0.62413
194,0.072164,0.67418
195,0.30204,0.68015
196,0.20591,0.62129
197,0.071441,0.63852
198,0.3275,0.77561
199,0.09586,0.78206
200,0.30964,0.78767
201,0.22991,0.6041
202,0.24696,0.74686
203,0.10927,0.6174
204,0.12291,0.66837
205,0.25286,0.71315
206,0.070754,0.7538
207,0.30783,0.72457
208,0.31138,0.70283
209,0.20144,0.83978
210,0.066914,0.63403
211,0.1857,0.76116
212,0.069611,0.62873
213,0.31523,0.61807
214,0.30657,0.71344
215,0.074803,0.7191
216,0.14906,0.60858
217,0.17912,0.82388
218,0.23683,0.71455
219,0.16863,0.59575
220,0.29405,0.74456
221,0.071231,0.75157
222,0.28088,0.59664
223,0.30941,0.74573
224,0.10689,0.62577
225,0.064594,0.68978
226,0.16386,0.71171
227,0.33083,0.76866
228,0.26012,0.59188
229,0.064863,0.63578
230,0.28092,0.75682
231,0.1185,0.78502
232,0.28058,0.76435
233,0.25339,0.83603
234,0.097771,0.77158
235,0.16335,0.60688
236,0.24632,0.7754
237,0.20983,0.80259
238,0.12951,0.66598
239,0.30443,0.61407
240,0.10449,0.60099
241,0.16123,0.70185
242,0.091967,0.74516
243,0.32987,0.76692
244,0.14318,0.62207
245,0.10055,0.60106
246,0.31792,0.75509
247,0.2378,0.68895
248,0.16801,0.63775
249,0.082406,0.78762
250,0.34322,0.70951
251,0.19658,0.7754
252,0.23745,0.55831
253,0.251,0.67173
254,0.1054,0.70656
255,0.083587,0.62904
256,0.24892,0.65564
257,0.23109,0.78811
258,0.13317,0.76214
259,0.26941,0.63782
260,0.33423,0.74173
261,0.30199,0.6037
262,0.30565,0.61689
263,0.069257,0.64615
264,0.28178,0.69854
265,0.31027,0.684
266,0.13249,0.63795
267,0.13092,0.6543
268,0.23719,0.65308
269,0.14224,0.59197
270,0.2829,0.71076
271,0.2662,0.73631
272,0.34968,0.69567
273,0.21949,0.75884
274,0.17138,0.66185
275,0.13814,0.75157
276,0.12798,0.73889
277,0.28158,0.65352
278,0.18562,0.60353
279,0.1362,0.58203
280,0.27734,0.57933
281,0.26659,0.60716
282,0.3245,0.71304
283,0.079173,0.78822
284,0.22821,0.56773
285,0.17837,0.83801
286,0.22948,0.65733
287,0.11145,0.79799
288,0.1922,0.59438
289,0.22495,0.55953
290,0.34204,0.70764
291,0.090918,0.72044
292,0.11523,0.71012
293,0.15929,0.73084
294,0.1233,0.67642
295,0.22088,0.62291
296,0.3333,0.68886
297,0.0575,0.68662
298,0.1293,0.56971
299,0.27457,0.57387
300,0.27503,0.65753
301,0.23594,0.78322
302,0.09557,0.78603
303,0.14007,0.64778
304,0.3356,0.71847
305,0.31783,0.77961
306,0.064398,0.63685
307,0.16897,0.83889
308,0.17836,0.62374
309,0.32764,0.66174
310,0.13196,0.76908
311,0.058879,0.74841
312,0.30418,0.59844
313,0.10188,0.58869
314,0.30782,0.72713
315,0.12614,0.58613
316,0.22966,0.74535
317,0.16161,0.7627
318,0.25294,0.65293
319,0.32139,0.67431
320,0.32551,0.6217
321,0.27454,0.74188
322,0.18718,0.80939
323,0.17553,0.74591
324,0.062115,0.64635
325,0.30938,0.76793
326,0.13811,0.70178
327,0.17917,0.83873
328,0.21918,0.80145
329,0.12955,0.73668
330,0.34566,0.7042
331,0.13081,0.73392
332,0.11105,0.78975
333,0.24193,0.76718
334,0.15986,0.78635
335,0.28397,0.80713
336,0.23363,0.70615
337,0.082813,0.66987
338,0.15331,0.5954
339,0.15157,0.68377
340,0.277,0.81417
341,0.062025,0.75129
342,0.17373,0.83453
343,0.3449,0.72574
344,0.10934,0.64335
345,0.23345,0.60592
346,0.24578,0.77917
347,0.1365,0.76779
348,0.27054,0.68527
349,0.34989,0.69934
350,0.12492,0.69084
351,0.17278,0.71982
352,0.31279,0.69611
353,0.14037,0.56543
354,0.23666,0.78733
355,0.17821,0.69607
356,0.34291,0.71803
357,0.22475,0.6623
358,0.1826,0.59198
359,0.20359,0.8302
360,0.10117,0.60173
361,0.050459,0.69663
362,0.16259,0.6083
363,0.21293,0.83271
364,0.065571,0.69447
365,0.065559,0.70355
366,0.31215,0.68436
367,0.24139,0.56042
368,0.19171,0.74455
369,0.27224,0.80813
370,0.069099,0.75796
371,0.14671,0.66015
372,0.15012,0.81745
373,0.11726,0.58553
374,0.21688,0.66734
375,0.078174,0.6572
376,0.076216,0.66365
377,0.071808,0.6874
378,0.33764,0.74907
379,0.059612,0.66251
380,0.13071,0.7869
381,0.23035,0.68393
382,0.19622,0.78487
383,0.24234,0.8439
384,0.1993,0.62571
385,0.13253,0.75807
386,0.094384,0.7009
387,0.18062,0.70682
388,0.30938,0.74421
389,0.33186,0.74149
390,0.23981,0.7073
391,0.060704,0.68297
392,0.26238,0.72426
393,0.19969,0.70874
394,0.3448,0.69513
395,0.24977,0.81441
396,0.33681,0.72309
397,0.13245,0.64315
398,0.29213,0.62036
399,0.27673,0.62753
400,0.23132,0.70901
401,0.31645,0.78365
402,0.28119,0.61701
403,0.25535,0.79895
404,0.21818,0.60591
405,0.20751,0.70642
406,0.15833,0.73113
407,0.074633,0.68295
408,0.18257,0.60427
409,0.29873,0.59452
410,0.10886,0.61479
411,0.058623,0.6704
412,0.099445,0.74959
413,0.23117,0.73297
414,0.10529,0.69518
415,0.22503,0.70369
416,0.1512,0.55962
417,0.13849,0.65901
418,0.10942,0.77816
419,0.26345,0.63419
420,0.30565,0.72911
421,0.29446,0.74198
422,0.23561,0.62953
423,0.25768,0.57895
424,0.14707,0.78926
425,0.12034,0.72814
426,0.17929,0.59889
427,0.061137,0.65159
428,0.18831,0.5883
429,0.13742,0.69851
430,0.1,0.77778
431,0.054472,0.70016
432,0.17743,0.82408
433,0.1859,0.77492
434,0.17974,0.76196
435,0.21945,0.65874
436,0.086794,0.75211
437,0.081805,0.76354
438,0.066118,0.66679
439,0.23424,0.8172
440,0.18104,0.62296
441,0.14159,0.74015
442,0.23687,0.71538
443,0.24288,0.65795
444,0.18821,0.78465
445,0.15499,0.82645
446,0.31743,0.77701
447,0.068866,0.7637
448,0.16585,0.70895
449,0.2682,0.65054
450,0.097358,0.80189
451,0.15732,0.67647
452,0.073057,0.62664
453,0.15081,0.77405
454,0.23566,0.68197
455,0.27983,0.60935
456,0.32565,0.72233
457,0.33614,0.75301
458,0.13433,0.6262
459,0.34549,0.67206
460,0.19001,0.56036
461,0.054302,0.71832
462,0.08623,0.75588
463,0.19163,0.66429
464,0.15874,0.71508
465,0.32696,0.75432
466,0.22424,0.7558
467,0.27425,0.76668
468,0.32372,0.64096
469,0.15612,0.63938
470,0.18698,0.7727
471,0.22978,0.70958
472,0.15551,0.58828
473,0.10323,0.66412
474,0.058583,0.6908
475,0.15122,0.73437
476,0.28282,0.7031
477,0.14996,0.63103
478,0.10998,0.75592
479,0.12072,0.6087
480,0.071087,0.75819
481,0.27073,0.75868
482,0.077169,0.69463
483,0.28956,0.59162
484,0.21664,0.57207
485,0.29906,0.59525
486,0.26451,0.80313
487,0.15498,0.84031
488,0.33374,0.69844
489,0.060932,0.69976
490,0.23456,0.70693
491,0.24403,0.55791
492,0.31654,0.62118
493,0.085943,0.62416
494,0.10855,0.63053
495,0.093152,0.6319
496,0.2154,0.72255
497,0.31518,0.73882
498,0.17177,0.70577
499,0.080579,0.73748
500,0.15842,0.80341
501,0.28826,0.73056
502,0.18854,0.58628
